location_hash,location_file,location_start_line,location_start_column,location_end_line,location_end_column,warning_in_target_file,warning_in_target_function,warning_in_target_code_block,warning_rule_id,warning_rule_name,warning_message,warning_weakness,warning_severity
1a809c408e22be1e:1,src/OT/Layout/GPOS/MarkBasePosFormat1.hh,150,5,-1,88,True,False,False,cpp/commented-out-code,Commented-out code,This comment appears to contain commented-out code.,,LOW
46d36018bd2e162d:1,src/OT/Layout/GPOS/MarkLigPosFormat1.hh,127,5,-1,84,True,False,False,cpp/commented-out-code,Commented-out code,This comment appears to contain commented-out code.,,LOW
